FeePaymentID,MembershipID,Date,Amount,Active
231,239,2/24/2015,500,1
232,240,2/24/2015,500,1
233,257,2/24/2015,500,1
234,256,2/24/2015,500,1
235,255,2/24/2015,500,1
236,254,2/24/2015,500,1
237,248,2/24/2015,500,1
238,253,2/24/2015,500,1
239,249,2/24/2015,500,1
240,252,2/24/2015,500,1
241,251,2/24/2015,500,1
242,250,2/24/2015,500,1
243,258,2/24/2015,500,1
244,259,2/24/2015,500,1
245,273,2/24/2015,500,1
246,264,2/24/2015,500,1
247,268,2/24/2015,500,1
248,269,2/24/2015,500,1
249,270,2/24/2015,500,1
250,272,2/24/2015,500,1
251,275,2/24/2015,500,1
252,277,2/24/2015,500,1
253,278,2/24/2015,500,1
254,279,2/24/2015,1000,1
255,280,2/24/2015,500,1
256,334,2/24/2015,500,1
257,335,2/24/2015,500,1
258,53,2/24/2015,500,1
259,278,2/25/2015,500,1
260,345,2/25/2015,500,1
261,346,2/25/2015,500,1
262,347,2/25/2015,500,1
263,348,2/25/2015,500,1
264,350,2/25/2015,500,1
265,349,2/25/2015,500,1
266,352,2/25/2015,500,1
267,353,2/25/2015,500,1
268,356,2/25/2015,500,1
269,359,2/25/2015,500,1
270,360,2/25/2015,500,1
271,361,2/25/2015,500,1
272,363,2/25/2015,500,1
273,364,2/25/2015,1000,1
274,365,2/25/2015,1000,1
275,366,2/25/2015,500,1
276,369,2/25/2015,500,1
277,370,2/25/2015,500,1
278,371,2/25/2015,500,1
279,372,2/25/2015,500,1
280,373,2/25/2015,500,1
281,379,2/25/2015,500,1
282,380,2/25/2015,500,1
283,381,2/25/2015,500,1
284,382,2/25/2015,500,1
285,386,2/25/2015,500,1
286,387,2/25/2015,250,1
287,386,2/25/2015,250,1
288,385,2/25/2015,500,1
289,388,2/25/2015,500,1
290,389,2/25/2015,500,1
291,391,2/25/2015,500,1
292,393,2/25/2015,500,1
293,394,2/25/2015,500,1
294,397,2/25/2015,500,1
295,398,2/25/2015,300,1
296,399,2/25/2015,500,1
297,400,2/25/2015,500,1
298,406,2/25/2015,500,1
299,407,2/25/2015,1000,1
300,408,2/25/2015,500,1
301,409,2/25/2015,500,1
302,410,2/25/2015,500,1
303,411,2/25/2015,500,1
304,412,2/25/2015,500,1
305,413,2/25/2015,500,1
306,414,2/25/2015,500,1
307,415,2/25/2015,500,1
308,422,2/25/2015,500,1
309,423,2/25/2015,500,1
310,424,2/25/2015,500,1
311,425,2/25/2015,500,1
312,427,2/25/2015,500,1
313,428,2/25/2015,500,1
314,429,2/25/2015,500,1
315,430,2/25/2015,500,1
316,435,2/25/2015,1000,1
317,439,2/25/2015,1000,1
318,440,2/25/2015,500,1
319,441,2/25/2015,500,1
320,442,2/25/2015,500,1
321,443,2/25/2015,500,1
322,444,2/25/2015,500,1
323,29,2/25/2015,500,1
324,28,2/25/2015,500,1
325,412,2/25/2015,500,1
326,446,2/26/2015,500,1
327,447,2/26/2015,500,1
328,449,2/26/2015,500,1
329,450,2/26/2015,500,1
330,452,2/26/2015,500,1
331,453,2/26/2015,500,1
332,454,2/26/2015,500,1
333,460,2/26/2015,500,1
334,461,2/26/2015,500,1
335,462,2/26/2015,500,1
336,472,2/26/2015,500,1
337,464,2/26/2015,1000,1
338,466,2/26/2015,500,1
339,465,2/26/2015,5000,1
340,474,2/26/2015,500,1
341,469,2/26/2015,500,1
342,473,2/26/2015,500,1
343,471,2/26/2015,500,1
344,470,2/26/2015,500,1
345,475,2/26/2015,500,1
346,476,2/26/2015,1000,1
347,477,2/26/2015,500,1
348,478,2/26/2015,500,1
349,480,2/26/2015,1000,1
350,482,2/26/2015,500,1
351,481,2/26/2015,500,1
352,297,2/26/2015,500,1
353,485,2/26/2015,500,1
354,487,2/26/2015,500,1
355,488,2/26/2015,500,1
356,489,2/26/2015,500,1
357,490,2/26/2015,500,1
358,491,2/26/2015,500,1
359,494,2/26/2015,500,1
360,495,2/26/2015,500,1
361,496,2/26/2015,500,1
362,498,2/26/2015,500,1
363,499,2/26/2015,500,1
364,500,2/26/2015,500,1
365,506,2/26/2015,500,1
366,505,2/26/2015,500,1
367,507,2/26/2015,500,1
368,508,2/26/2015,500,1
369,514,2/26/2015,500,1
370,515,2/26/2015,400,1
371,506,2/28/2015,500,1
372,441,2/28/2015,500,1
373,123,2/28/2015,500,1
374,516,2/28/2015,500,1
375,518,2/28/2015,1000,1
376,520,2/28/2015,500,1
377,521,2/28/2015,500,1
378,524,2/28/2015,500,1
379,527,2/28/2015,500,1
380,531,2/28/2015,500,1
381,535,2/28/2015,500,1
382,536,2/28/2015,500,1
383,540,2/28/2015,500,1
384,541,2/28/2015,1000,1
385,544,2/28/2015,500,1
386,545,2/28/2015,500,1
387,473,2/28/2015,500,1
388,505,3/1/2015,500,1
389,279,3/1/2015,1000,1
390,70,3/1/2015,1000,1
391,76,3/1/2015,1000,1
392,226,3/1/2015,500,1
393,273,3/1/2015,500,1
394,440,3/3/2015,500,1
395,81,3/3/2015,1000,1
396,74,3/3/2015,1000,1
397,88,3/3/2015,1000,1
398,579,3/3/2015,1000,1
399,120,3/3/2015,500,1
400,461,3/3/2015,500,1
401,469,3/3/2015,500,1
402,251,3/3/2015,500,1
403,372,3/3/2015,500,1
404,540,3/3/2015,500,1
405,295,3/3/2015,500,1
406,266,3/3/2015,500,1
407,267,3/3/2015,500,1
408,353,3/4/2015,500,1
409,379,3/4/2015,500,1
410,490,3/4/2015,500,1
411,40,3/4/2015,500,1
412,491,3/4/2015,1000,1
413,119,3/5/2015,500,1
414,371,3/5/2015,500,1
415,237,3/5/2015,500,1
416,406,3/5/2015,400,1
417,467,3/5/2015,500,1
418,89,3/7/2015,1000,1
419,80,3/7/2015,1000,1
420,305,3/7/2015,1000,1
421,290,3/7/2015,500,1
422,352,3/7/2015,500,1
423,250,3/7/2015,500,1
424,486,3/7/2015,500,1
425,520,3/7/2015,500,1
426,399,3/7/2015,1000,1
427,238,3/7/2015,500,1
428,499,3/7/2015,500,1
429,78,3/8/2015,1000,1
430,258,3/8/2015,500,1
431,524,3/8/2015,500,1
432,92,3/9/2015,1000,1
433,93,3/9/2015,1000,1
434,121,3/9/2015,500,1
435,126,3/9/2015,500,1
436,335,3/9/2015,500,1
437,334,3/9/2015,500,1
438,451,3/9/2015,500,1
439,452,3/9/2015,500,1
440,544,3/9/2015,500,1
441,470,3/9/2015,500,1
442,254,3/9/2015,500,1
443,253,3/9/2015,500,1
444,444,3/9/2015,500,1
445,411,3/9/2015,500,1
446,413,3/9/2015,500,1
447,423,3/9/2015,500,1
448,424,3/9/2015,500,1
449,442,3/10/2015,1000,1
450,30,3/10/2015,500,1
451,73,3/10/2015,1000,1
452,354,3/10/2015,500,1
453,527,3/10/2015,500,1
454,229,3/10/2015,500,1
455,407,3/10/2015,1000,1
456,427,3/10/2015,500,1
457,443,3/12/2015,500,1
458,481,3/12/2015,500,1
459,98,3/14/2015,1000,1
460,114,3/14/2015,1000,1
461,77,3/14/2015,1000,1
462,450,3/14/2015,500,1
463,474,3/14/2015,500,1
464,463,3/14/2015,500,1
465,380,3/14/2015,500,1
466,349,3/14/2015,500,1
467,198,3/14/2015,500,1
468,249,3/14/2015,500,1
469,408,3/14/2015,500,1
470,409,3/14/2015,500,1
471,401,3/14/2015,500,1
472,46,3/14/2015,500,1
473,113,3/15/2015,1000,1
474,373,3/15/2015,500,1
475,239,3/15/2015,500,1
476,418,3/15/2015,400,1
477,75,3/16/2015,1000,1
478,104,3/16/2015,1000,1
479,118,3/16/2015,500,1
480,454,3/16/2015,500,1
481,397,3/16/2015,500,1
482,400,3/16/2015,500,1
483,44,3/16/2015,500,1
484,43,3/16/2015,500,1
485,68,3/17/2015,1000,1
486,110,3/17/2015,1000,1
487,84,3/17/2015,1000,1
488,85,3/17/2015,1000,1
489,460,3/17/2015,500,1
490,381,3/17/2015,500,1
491,364,3/17/2015,1000,1
492,515,3/17/2015,400,1
493,233,3/17/2015,500,1
494,383,3/17/2015,500,1
495,435,3/17/2015,1000,1
496,348,3/18/2015,1000,1
497,277,3/18/2015,400,1
498,173,3/18/2015,500,1
499,189,3/18/2015,500,1
500,420,3/18/2015,1000,1
501,265,3/18/2015,500,1
502,263,3/18/2015,500,1
503,15,3/18/2015,500,1
504,230,3/19/2015,500,1
505,487,3/19/2015,500,1
506,410,3/19/2015,500,1
507,600,3/19/2015,500,1
508,42,3/19/2015,500,1
509,47,3/21/2015,500,1
510,12,3/21/2015,500,1
511,102,3/21/2015,1000,1
512,221,3/21/2015,500,1
513,415,3/21/2015,500,1
514,388,3/21/2015,500,1
515,338,3/21/2015,1000,1
516,268,3/21/2015,500,1
517,269,3/21/2015,500,1
518,278,3/22/2015,500,1
519,480,3/22/2015,1000,1
520,385,3/22/2015,500,1
521,477,3/22/2015,500,1
522,414,3/22/2015,500,1
523,575,3/22/2015,1000,1
524,9,3/23/2015,500,1
525,336,3/24/2015,500,1
526,224,3/24/2015,500,1
527,561,3/24/2015,500,1
528,241,3/24/2015,500,1
529,21,3/24/2015,500,1
530,144,3/24/2015,500,1
531,495,3/24/2015,500,1
532,226,3/25/2015,500,1
533,392,3/25/2015,1000,1
534,363,3/25/2015,500,1
535,157,3/25/2015,500,1
536,416,3/25/2015,500,1
537,426,3/25/2015,500,1
538,412,3/25/2015,500,1
539,377,3/26/2015,1000,1
540,522,3/26/2015,500,1
541,479,3/26/2015,500,1
542,116,3/26/2015,500,1
543,27,3/26/2015,400,1
544,16,3/26/2015,500,1
545,246,3/26/2015,500,1
546,24,3/28/2015,400,1
547,439,3/28/2015,1000,1
548,70,3/28/2015,1000,1
549,72,3/28/2015,1000,1
550,117,3/28/2015,500,1
551,115,3/28/2015,500,1
552,453,3/28/2015,500,1
553,2,3/28/2015,500,1
554,458,3/28/2015,500,1
555,14,3/28/2015,500,1
556,422,3/28/2015,500,1
557,444,3/29/2015,500,1
558,512,3/29/2015,500,1
559,525,3/29/2015,500,1
560,260,3/29/2015,500,1
561,39,3/29/2015,500,1
562,552,3/29/2015,300,1
563,503,3/30/2015,500,1
564,333,3/30/2015,500,1
565,330,3/30/2015,500,1
566,589,3/30/2015,500,1
567,252,3/30/2015,500,1
568,464,3/30/2015,1000,1
569,232,3/30/2015,500,1
570,486,3/30/2015,500,1
571,593,3/30/2015,500,1
572,171,3/31/2015,500,1
573,69,3/31/2015,1000,1
574,19,3/31/2015,500,1
575,548,3/31/2015,500,1
576,113,4/1/2015,1000,1
577,97,4/1/2015,2000,1
578,61,4/1/2015,500,1
579,555,4/1/2015,500,1
580,226,4/1/2015,500,1
581,517,4/1/2015,500,1
582,20,4/1/2015,500,1
583,251,4/1/2015,500,1
584,259,4/1/2015,500,1
585,440,4/2/2015,500,1
586,573,4/2/2015,1000,1
587,82,4/2/2015,1000,1
588,134,4/2/2015,500,1
589,180,4/2/2015,500,1
590,473,4/2/2015,500,1
591,376,4/2/2015,500,1
592,353,4/2/2015,500,1
593,357,4/2/2015,500,1
594,442,4/4/2015,1000,1
595,506,4/4/2015,500,1
596,505,4/4/2015,500,1
597,351,4/4/2015,1000,1
598,119,4/4/2015,500,1
599,613,4/4/2015,500,1
600,625,4/4/2015,1000,1
601,352,4/4/2015,500,1
602,448,4/4/2015,500,1
603,469,4/4/2015,500,1
604,513,4/4/2015,500,1
605,614,4/4/2015,500,1
606,250,4/4/2015,500,1
607,529,4/4/2015,500,1
608,569,4/4/2015,500,1
609,491,4/4/2015,1000,1
610,406,4/4/2015,400,1
611,459,4/5/2015,500,1
612,101,4/5/2015,1000,1
613,120,4/5/2015,500,1
614,339,4/5/2015,1000,1
615,60,4/5/2015,1000,1
616,542,4/5/2015,500,1
617,358,4/5/2015,500,1
618,451,4/5/2015,500,1
619,452,4/5/2015,500,1
620,650,4/5/2015,1000,1
621,598,4/5/2015,500,1
622,560,4/5/2015,500,1
623,597,4/5/2015,1000,1
624,254,4/5/2015,500,1
625,273,4/5/2015,500,1
626,346,4/5/2015,500,1
627,632,4/6/2015,500,1
628,504,4/6/2015,500,1
629,623,4/6/2015,1000,1
630,335,4/6/2015,500,1
631,334,4/6/2015,500,1
632,606,4/6/2015,1000,1
633,647,4/6/2015,400,1
634,121,4/6/2015,500,1
635,665,4/6/2015,500,1
636,462,4/6/2015,500,1
637,549,4/6/2015,1000,1
638,518,4/6/2015,1000,1
639,437,4/6/2015,500,1
640,468,4/6/2015,500,1
641,389,4/6/2015,500,1
642,255,4/6/2015,500,1
643,256,4/6/2015,500,1
644,692,4/6/2015,500,1
645,624,4/6/2015,500,1
646,533,4/6/2015,300,1
647,534,4/6/2015,400,1
648,272,4/6/2015,500,1
649,645,4/6/2015,500,1
650,411,4/6/2015,500,1
651,578,4/7/2015,500,1
652,56,4/7/2015,500,1
653,55,4/7/2015,500,1
654,582,4/7/2015,500,1
655,372,4/7/2015,500,1
656,540,4/7/2015,500,1
657,374,4/7/2015,500,1
658,673,4/7/2015,500,1
659,641,4/8/2015,500,1
660,91,4/8/2015,1000,1
661,89,4/8/2015,1000,1
662,73,4/8/2015,1000,1
663,92,4/8/2015,1000,1
664,93,4/8/2015,1000,1
665,158,4/8/2015,500,1
666,280,4/8/2015,500,1
667,617,4/8/2015,500,1
668,364,4/8/2015,1000,1
669,523,4/8/2015,500,1
670,654,4/8/2015,1000,1
671,524,4/8/2015,500,1
672,238,4/9/2015,500,1
673,17,4/9/2015,500,1
674,379,4/9/2015,500,1
675,521,4/9/2015,500,1
676,423,4/9/2015,500,1
677,657,4/9/2015,400,1
678,118,4/11/2015,500,1
679,397,4/11/2015,500,1
680,481,4/11/2015,500,1
681,663,4/11/2015,500,1
682,223,4/11/2015,500,1
683,520,4/11/2015,500,1
684,270,4/11/2015,500,1
685,527,4/11/2015,500,1
686,431,4/11/2015,500,1
687,432,4/11/2015,500,1
688,622,4/11/2015,500,1
689,279,4/12/2015,1000,1
690,107,4/12/2015,1000,1
691,646,4/12/2015,1000,1
692,99,4/12/2015,1000,1
693,660,4/12/2015,1000,1
694,100,4/12/2015,1000,1
695,711,4/12/2015,1000,1
696,399,4/12/2015,500,1
697,461,4/12/2015,500,1
698,424,4/12/2015,500,1
699,408,4/12/2015,500,1
700,409,4/12/2015,500,1
701,194,4/12/2015,500,1
702,418,4/12/2015,400,1
703,701,4/13/2015,500,1
704,443,4/13/2015,500,1
705,407,4/13/2015,1000,1
706,648,4/13/2015,500,1
707,234,4/13/2015,1000,1
708,302,4/13/2015,1000,1
709,264,4/13/2015,500,1
710,460,4/13/2015,500,1
711,499,4/13/2015,500,1
712,401,4/14/2015,500,1
713,488,4/14/2015,500,1
714,206,4/14/2015,500,1
715,359,4/14/2015,500,1
716,721,4/14/2015,1000,1
717,349,4/14/2015,500,1
718,725,4/14/2015,500,1
719,588,4/14/2015,500,1
720,490,4/14/2015,500,1
721,766,4/14/2015,500,1
722,30,4/15/2015,500,1
723,114,4/15/2015,1000,1
724,712,4/15/2015,1000,1
725,88,4/15/2015,1000,1
726,112,4/15/2015,1000,1
727,591,4/15/2015,500,1
728,682,4/15/2015,500,1
729,544,4/15/2015,1000,1
730,470,4/15/2015,500,1
731,388,4/15/2015,500,1
732,396,4/15/2015,500,1
733,690,4/15/2015,500,1
734,103,4/16/2015,1000,1
735,77,4/16/2015,1000,1
736,718,4/16/2015,500,1
737,249,4/16/2015,500,1
738,639,4/16/2015,500,1
739,669,4/16/2015,1000,1
740,495,4/16/2015,500,1
741,427,4/16/2015,500,1
742,496,4/16/2015,500,1
743,515,4/18/2015,400,1
744,667,4/18/2015,500,1
745,651,4/18/2015,1000,1
746,221,4/18/2015,500,1
747,719,4/18/2015,500,1
748,239,4/18/2015,500,1
749,658,4/18/2015,500,1
750,590,4/18/2015,500,1
751,84,4/19/2015,1000,1
752,671,4/19/2015,500,1
753,759,4/19/2015,1000,1
754,762,4/19/2015,500,1
755,15,4/19/2015,500,1
756,677,4/19/2015,500,1
757,600,4/19/2015,500,1
758,410,4/19/2015,500,1
759,724,4/19/2015,500,1
760,277,4/20/2015,400,1
761,709,4/20/2015,500,1
762,710,4/20/2015,500,1
763,535,4/20/2015,500,1
764,53,4/20/2015,500,1
765,108,4/20/2015,1000,1
766,110,4/20/2015,1000,1
767,110,4/20/2015,1000,1
768,453,4/20/2015,500,1
769,233,4/20/2015,500,1
770,928,4/20/2015,500,1
771,568,4/20/2015,400,1
772,44,4/20/2015,500,1
773,774,4/20/2015,500,1
774,68,4/21/2015,1000,1
775,769,4/21/2015,500,1
776,668,4/21/2015,500,1
777,415,4/21/2015,500,1
778,42,4/21/2015,500,1
779,808,4/21/2015,1000,1
780,786,4/21/2015,500,1
781,804,4/21/2015,500,1
782,278,4/22/2015,1000,1
783,102,4/22/2015,1000,1
784,224,4/22/2015,500,1
785,813,4/22/2015,1000,1
786,812,4/22/2015,500,1
787,21,4/22/2015,500,1
788,43,4/22/2015,500,1
789,9,4/23/2015,500,1
790,241,4/23/2015,500,1
791,806,4/23/2015,500,1
792,275,4/23/2015,500,1
793,12,4/25/2015,500,1
794,438,4/25/2015,500,1
795,545,4/25/2015,500,1
796,775,4/25/2015,500,1
797,487,4/25/2015,500,1
798,33,4/25/2015,500,1
799,240,4/25/2015,500,1
800,231,4/25/2015,500,1
801,412,4/25/2015,500,1
802,575,4/25/2015,1000,1
803,776,4/26/2015,500,1
804,116,4/26/2015,500,1
805,522,4/26/2015,500,1
806,61,4/26/2015,500,1
807,2,4/26/2015,500,1
808,845,4/26/2015,400,1
809,183,4/26/2015,500,1
810,183,4/26/2015,500,1
811,876,4/26/2015,500,1
812,790,4/26/2015,1000,1
813,630,4/26/2015,500,1
814,157,4/26/2015,500,1
815,791,4/26/2015,500,1
816,392,4/26/2015,1000,1
817,586,4/27/2015,500,1
818,235,4/27/2015,500,1
819,479,4/27/2015,500,1
820,824,4/27/2015,400,1
821,245,4/27/2015,500,1
822,754,4/27/2015,500,1
823,75,4/28/2015,1000,1
824,782,4/28/2015,500,1
825,19,4/28/2015,500,1
826,841,4/28/2015,500,1
827,637,4/28/2015,500,1
828,858,4/28/2015,500,1
829,377,4/28/2015,1000,1
830,968,4/28/2015,500,1
831,24,4/28/2015,400,1
832,348,4/29/2015,1000,1
833,444,4/29/2015,500,1
834,265,4/29/2015,500,1
835,363,4/29/2015,500,1
836,749,4/30/2015,500,1
837,853,4/30/2015,500,1
838,115,5/2/2015,500,1
839,885,5/2/2015,500,1
840,86,5/2/2015,1000,1
841,69,5/2/2015,1000,1
842,80,5/2/2015,1000,1
843,633,5/2/2015,1000,1
844,111,5/2/2015,1000,1
845,97,5/2/2015,2000,1
846,555,5/2/2015,500,1
847,865,5/2/2015,1000,1
848,864,5/2/2015,500,1
849,350,5/2/2015,500,1
850,815,5/2/2015,500,1
851,505,5/2/2015,500,1
852,120,5/2/2015,500,1
853,480,5/2/2015,1000,1
854,1052,5/2/2015,500,1
855,232,5/2/2015,500,1
856,251,5/2/2015,500,1
857,860,5/2/2015,500,1
858,389,5/2/2015,500,1
859,593,5/2/2015,500,1
860,260,5/2/2015,500,1
861,794,5/2/2015,500,1
862,940,5/2/2015,500,1
863,899,5/3/2015,1000,1
864,333,5/3/2015,500,1
865,826,5/4/2015,500,1
866,18,5/4/2015,500,1
867,46,5/4/2015,500,1
868,768,5/4/2015,1000,1
869,121,5/4/2015,500,1
870,854,5/4/2015,500,1
871,226,5/4/2015,500,1
872,180,5/4/2015,500,1
873,912,5/4/2015,500,1
874,357,5/4/2015,500,1
875,942,5/4/2015,500,1
876,238,5/4/2015,500,1
877,1106,5/4/2015,1000,1
878,352,5/4/2015,500,1
879,912,5/4/2015,500,1
880,468,5/4/2015,500,1
881,464,5/4/2015,1000,1
882,889,5/4/2015,500,1
883,800,5/4/2015,500,1
884,366,5/4/2015,500,1
885,566,5/4/2015,500,1
886,643,5/5/2015,500,1
887,631,5/5/2015,500,1
888,76,5/5/2015,1000,1
889,798,5/5/2015,500,1
890,799,5/5/2015,500,1
891,119,5/5/2015,500,1
892,117,5/5/2015,500,1
893,807,5/5/2015,500,1
894,226,5/5/2015,500,1
895,558,5/5/2015,500,1
896,623,5/5/2015,1000,1
897,530,5/5/2015,500,1
898,486,5/5/2015,500,1
899,959,5/5/2015,1000,1
900,250,5/5/2015,500,1
901,420,5/5/2015,1000,1
902,914,5/5/2015,500,1
903,36,5/5/2015,500,1
904,952,5/5/2015,1000,1
905,569,5/5/2015,500,1
906,258,5/5/2015,500,1
907,962,5/6/2015,1000,1
908,647,5/6/2015,400,1
909,515,5/6/2015,400,1
910,649,5/6/2015,500,1
911,450,5/6/2015,500,1
912,1040,5/6/2015,1000,1
913,40,5/6/2015,500,1
914,353,5/6/2015,500,1
915,944,5/6/2015,500,1
916,469,5/6/2015,500,1
917,617,5/6/2015,500,1
918,938,5/6/2015,1000,1
919,384,5/6/2015,500,1
